,name,rank,reviews,stars,review_page,cat,print
0,"Fire TV Stick with Alexa Voice Remote (includes TV controls), HD streaming device",#1,"256,226",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B08C1W5N87/ref=zg_bs_amazon-devices_cr_sccl_1/146-4176987-7531425?pd_rd_i=B08C1W5N87,Amazon Devices & Accessories,$39.99
1,"Ring Video Doorbell – 2020 release – 1080p HD video, improved motion detection, easy installation – Satin Nickel",#2,"112,689",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B0864SF4GC/ref=zg_bs_amazon-devices_cr_sccl_2/146-4176987-7531425?pd_rd_i=B0864SF4GC,Amazon Devices & Accessories,$89.99 - $199.98
2,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",#3,"936,447",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B07FZ8S74R/ref=zg_bs_amazon-devices_cr_sccl_3/146-4176987-7531425?pd_rd_i=B07FZ8S74R,Amazon Devices & Accessories,$29.99
3,"Fire TV Stick 4K Max streaming device, Wi-Fi 6, Alexa Voice Remote (includes TV controls)",#4,"69,684",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B08MQZXN1X/ref=zg_bs_amazon-devices_cr_sccl_4/146-4176987-7531425?pd_rd_i=B08MQZXN1X,Amazon Devices & Accessories,$54.99
4,"Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device",#5,"508,565",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B07KTYJ769/ref=zg_bs_amazon-devices_cr_sccl_5/146-4176987-7531425?pd_rd_i=B07KTYJ769,Amazon Devices & Accessories,$24.99
5,Echo Dot (4th Gen) | Smart speaker with clock and Alexa | Glacier White,#6,"213,937",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B08DLSLCF3/ref=zg_bs_amazon-devices_cr_sccl_6/146-4176987-7531425?pd_rd_i=B08DLSLCF3,Amazon Devices & Accessories,$49.99 - $77.98
6,"Blink Video Doorbell (Black) + Mini Camera (Black) with Sync Module 2 | Two-Way Audio, HD Video, Motion and Chime Alerts | Alexa Enabled",#7,"55,172",4.3 out of 5 stars,https://www.amazon.com/product-reviews/B09DFGMQWJ/ref=zg_bs_amazon-devices_cr_sccl_7/146-4176987-7531425?pd_rd_i=B09DFGMQWJ,Amazon Devices & Accessories,$49.99 - $279.98
7,"Echo Dot (4th Gen, 2020 release) | Smart speaker with Alexa | Charcoal",#8,"505,383",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B07XJ8C8F5/ref=zg_bs_amazon-devices_cr_sccl_8/146-4176987-7531425?pd_rd_i=B07XJ8C8F5,Amazon Devices & Accessories,$39.99
8,"Blink Mini – Compact indoor plug-in smart security camera, 1080p HD video, night vision, motion detection, two-way audio, easy set up, Works with Alexa – 1 camera (Black)",#9,"200,207",4.4 out of 5 stars,https://www.amazon.com/product-reviews/B0B15SHYXY/ref=zg_bs_amazon-devices_cr_sccl_9/146-4176987-7531425?pd_rd_i=B0B15SHYXY,Amazon Devices & Accessories,$34.99 - $84.99
9,"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light",#10,"12,075",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B08KTZ8249/ref=zg_bs_amazon-devices_cr_sccl_10/146-4176987-7531425?pd_rd_i=B08KTZ8249,Amazon Devices & Accessories,$139.99
10,"Echo Show 5 (2nd Gen, 2021 release) | Smart display with Alexa and 2 MP camera | Charcoal",#11,"88,378",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B08J8FFJ8H/ref=zg_bs_amazon-devices_cr_sccl_11/146-4176987-7531425?pd_rd_i=B08J8FFJ8H,Amazon Devices & Accessories,$39.99
11,"Fire TV Stick Lite with latest Alexa Voice Remote Lite (no TV controls), HD streaming device",#12,"15,666",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B091G4YP57/ref=zg_bs_amazon-devices_cr_sccl_12/146-4176987-7531425?pd_rd_i=B091G4YP57,Amazon Devices & Accessories,$29.99
12,Ring Video Doorbell Wired with Ring Chime,#13,"50,594",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B08T4FH9Y8/ref=zg_bs_amazon-devices_cr_sccl_13/146-4176987-7531425?pd_rd_i=B08T4FH9Y8,Amazon Devices & Accessories,$64.99 - $104.98
13,Ring Rechargeable Battery Pack,#14,"98,318",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B076JKHDQT/ref=zg_bs_amazon-devices_cr_sccl_14/146-4176987-7531425?pd_rd_i=B076JKHDQT,Amazon Devices & Accessories,$34.99
14,"Fire TV Stick Lite with Alexa Voice Remote Lite (no TV controls), HD streaming device",#15,"244,292",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B07YNLBS7R/ref=zg_bs_amazon-devices_cr_sccl_15/146-4176987-7531425?pd_rd_i=B07YNLBS7R,Amazon Devices & Accessories,$29.99
15,Ring Chime,#16,"59,184",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B09L45VFCN/ref=zg_bs_amazon-devices_cr_sccl_16/146-4176987-7531425?pd_rd_i=B09L45VFCN,Amazon Devices & Accessories,$34.99
16,"Ring Indoor Cam, Compact Plug-In HD security camera with two-way talk, Works with Alexa - White",#17,"76,777",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B07Q9VBYV8/ref=zg_bs_amazon-devices_cr_sccl_17/146-4176987-7531425?pd_rd_i=B07Q9VBYV8,Amazon Devices & Accessories,$59.99
17,"Certified Refurbished Blink Outdoor - wireless, weather-resistant HD security camera, two-year battery life, motion detection, set up in minutes – 2 camera kit",#18,556,4.2 out of 5 stars,https://www.amazon.com/product-reviews/B086DKVS1N/ref=zg_bs_amazon-devices_cr_sccl_18/146-4176987-7531425?pd_rd_i=B086DKVS1N,Amazon Devices & Accessories,$94.99
18,Ring Chime Pro,#19,"35,899",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B07WML2XTD/ref=zg_bs_amazon-devices_cr_sccl_19/146-4176987-7531425?pd_rd_i=B07WML2XTD,Amazon Devices & Accessories,$59.99
19,Echo Dot (4th Gen) | Smart speaker with Alexa | Glacier White,#20,"505,383",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B084J4KNDS/ref=zg_bs_amazon-devices_cr_sccl_20/146-4176987-7531425?pd_rd_i=B084J4KNDS,Amazon Devices & Accessories,$39.99
20,Made for Amazon SanDisk 128GB microSD Memory Card for Fire Tablets and Fire -TV,#21,"70,545",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B013TMNPBQ/ref=zg_bs_amazon-devices_cr_sccl_21/146-4176987-7531425?pd_rd_i=B013TMNPBQ,Amazon Devices & Accessories,$14.75
21,"Insignia 50-inch Class F30 Series LED 4K UHD Smart Fire TV (NS-50F301NA22, 2021 Model)",#22,"1,280",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B08Z265BJH/ref=zg_bs_amazon-devices_cr_sccl_22/146-4176987-7531425?pd_rd_i=B08Z265BJH,Amazon Devices & Accessories,$239.99
22,Amazon 5ft USB to Micro-USB Cable (designed for use with Fire tablets and Kindle E-readers),#23,"21,818",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B0741WGQ36/ref=zg_bs_amazon-devices_cr_sccl_23/146-4176987-7531425?pd_rd_i=B0741WGQ36,Amazon Devices & Accessories,$9.99
23,Blink Add-On Sync Module 2,#24,"17,872",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B084RQ6MHJ/ref=zg_bs_amazon-devices_cr_sccl_24/146-4176987-7531425?pd_rd_i=B084RQ6MHJ,Amazon Devices & Accessories,$34.99
24,"Kindle Paperwhite Signature Edition (32 GB) – With a 6.8"" display, wireless charging, and auto-adjusting front light – Without Lockscreen Ads",#25,"6,396",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B08B495319/ref=zg_bs_amazon-devices_cr_sccl_25/146-4176987-7531425?pd_rd_i=B08B495319,Amazon Devices & Accessories,$189.99
25,"Echo Show 8 (2nd Gen, 2021 release) | HD smart display and stereo sound with Alexa | Charcoal",#26,"40,448",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B084DCJKSL/ref=zg_bs_amazon-devices_cr_sccl_26/146-4176987-7531425?pd_rd_i=B084DCJKSL,Amazon Devices & Accessories,$129.99
26,"All-new Fire 7 tablet, 7” display, 16 GB, 30% faster processor, designed for entertainment, (2022 release), Black",#27,662,4.4 out of 5 stars,https://www.amazon.com/product-reviews/B096WKKK2K/ref=zg_bs_amazon-devices_cr_sccl_27/146-4176987-7531425?pd_rd_i=B096WKKK2K,Amazon Devices & Accessories,$59.99
27,"Ring Stick Up Cam Battery HD security camera with custom privacy controls, Simple setup, Works with Alexa - Black",#28,"53,257",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B08QSB7SR3/ref=zg_bs_amazon-devices_cr_sccl_28/146-4176987-7531425?pd_rd_i=B08QSB7SR3,Amazon Devices & Accessories,$99.99 - $239.97
28,"Insignia 32-inch Class F20 Series Smart HD 720p Fire TV (NS-32F201NA22, 2021 Model)",#29,"2,358",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B08X7JSCHQ/ref=zg_bs_amazon-devices_cr_sccl_29/146-4176987-7531425?pd_rd_i=B08X7JSCHQ,Amazon Devices & Accessories,$99.99
29,Ring Solar Panel Black - Compatible with Ring Spotlight Cam Battery and Stick Up Cam Battery,#30,"38,481",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B07G61MF64/ref=zg_bs_amazon-devices_cr_sccl_30/146-4176987-7531425?pd_rd_i=B07G61MF64,Amazon Devices & Accessories,$59.99 - $103.36
30,"Alexa Voice Remote (3rd Gen) with TV controls, Requires compatible Fire TV device, 2021 release",#31,"8,245",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B08D6WJYD9/ref=zg_bs_amazon-devices_cr_sccl_31/146-4176987-7531425?pd_rd_i=B08D6WJYD9,Amazon Devices & Accessories,$29.99
31,Spare Parts for Ring Video Doorbell,#32,"15,388",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B095JRZ8C3/ref=zg_bs_amazon-devices_cr_sccl_32/146-4176987-7531425?pd_rd_i=B095JRZ8C3,Amazon Devices & Accessories,$1.99
32,Kindle - With a Built-in Front Light - Black,#33,"39,646",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B07978J597/ref=zg_bs_amazon-devices_cr_sccl_33/146-4176987-7531425?pd_rd_i=B07978J597,Amazon Devices & Accessories,$89.99
33,"Insignia 43-inch Class F30 Series LED 4K UHD Smart Fire TV (NS-43F301NA22, 2021 Model)",#34,"4,267",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B08X7K3H7K/ref=zg_bs_amazon-devices_cr_sccl_34/146-4176987-7531425?pd_rd_i=B08X7K3H7K,Amazon Devices & Accessories,$189.99
34,"Amazon Smart Thermostat – ENERGY STAR certified, DIY install, Works with Alexa – C-wire required",#35,"9,208",4.3 out of 5 stars,https://www.amazon.com/product-reviews/B09DFNGW8N/ref=zg_bs_amazon-devices_cr_sccl_35/146-4176987-7531425?pd_rd_i=B09DFNGW8N,Amazon Devices & Accessories,$59.99 - $144.97
35,"Fire HD 8 Kids tablet, 8"" HD display, ages 3-7, 32 GB, Blue Kid-Proof Case",#36,"121,677",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B07WDDT3G5/ref=zg_bs_amazon-devices_cr_sccl_36/146-4176987-7531425?pd_rd_i=B07WDDT3G5,Amazon Devices & Accessories,$139.99
36,"Fire HD 10 tablet, 10.1"", 1080p Full HD, 32 GB, latest model (2021 release), Black",#37,"84,532",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B08BX7FV5L/ref=zg_bs_amazon-devices_cr_sccl_37/146-4176987-7531425?pd_rd_i=B08BX7FV5L,Amazon Devices & Accessories,$149.99
37,Ring Charging Station with 2-pack Quick Release Battery Packs,#38,"98,318",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B08HRX74PF/ref=zg_bs_amazon-devices_cr_sccl_38/146-4176987-7531425?pd_rd_i=B08HRX74PF,Amazon Devices & Accessories,$89.99
38,"Fire HD 8 tablet, 8"" HD display, 32 GB, latest model (2020 release), designed for portable entertainment, Black",#39,"156,697",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B07TMJ1R3X/ref=zg_bs_amazon-devices_cr_sccl_39/146-4176987-7531425?pd_rd_i=B07TMJ1R3X,Amazon Devices & Accessories,$89.99
39,"Ring Video Doorbell 3 – enhanced wifi, improved motion detection, easy installation",#40,"38,145",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B085884FTD/ref=zg_bs_amazon-devices_cr_sccl_40/146-4176987-7531425?pd_rd_i=B085884FTD,Amazon Devices & Accessories,$199.99 - $239.98
40,"Echo Show 5 (2nd Gen, 2021 release) | Smart display with Alexa and 2 MP camera | Deep Sea Blue",#41,"88,378",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B08KJN3333/ref=zg_bs_amazon-devices_cr_sccl_41/146-4176987-7531425?pd_rd_i=B08KJN3333,Amazon Devices & Accessories,$39.99
41,"Insignia 32-inch Class F20 Series Smart HD 720p Fire TV (NS-32DF310NA19, 2018 Model)",#42,"79,842",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B07FPP6TB5/ref=zg_bs_amazon-devices_cr_sccl_42/146-4176987-7531425?pd_rd_i=B07FPP6TB5,Amazon Devices & Accessories,$99.99
42,Ring Alarm Contact Sensor (2nd Gen),#43,"20,711",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B0866TMCMQ/ref=zg_bs_amazon-devices_cr_sccl_43/146-4176987-7531425?pd_rd_i=B0866TMCMQ,Amazon Devices & Accessories,$19.99 - $99.99
43,"NuPro Anti-Glare Screen Protector with Antimicrobial Technology for Amazon Fire HD 10 and Fire HD 10 Plus tablet (11th generation, 2021 release), 2-pack",#44,"12,051",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B08X6KB2YX/ref=zg_bs_amazon-devices_cr_sccl_44/146-4176987-7531425?pd_rd_i=B08X6KB2YX,Amazon Devices & Accessories,$17.99
44,"Ring Indoor Cam, Compact Plug-In HD security camera with two-way talk, Works with Alexa - Black",#45,"76,777",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B07Q769B5X/ref=zg_bs_amazon-devices_cr_sccl_45/146-4176987-7531425?pd_rd_i=B07Q769B5X,Amazon Devices & Accessories,$59.99
45,"Blink Outdoor - wireless, weather-resistant HD security camera, two-year battery life, motion detection, set up in minutes – 2 camera kit",#46,"133,455",4.4 out of 5 stars,https://www.amazon.com/product-reviews/B086DL32R3/ref=zg_bs_amazon-devices_cr_sccl_46/146-4176987-7531425?pd_rd_i=B086DL32R3,Amazon Devices & Accessories,$179.99
46,Blink USB flash drive for local video storage with the Blink Sync Module 2,#47,"14,374",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B084SD48DM/ref=zg_bs_amazon-devices_cr_sccl_47/146-4176987-7531425?pd_rd_i=B084SD48DM,Amazon Devices & Accessories,$14.99
47,"Insignia 24-inch Class F20 Series Smart HD 720p Fire TV (NS-24DF310NA21, 2020 Model)",#48,"79,842",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B0874YZVWK/ref=zg_bs_amazon-devices_cr_sccl_48/146-4176987-7531425?pd_rd_i=B0874YZVWK,Amazon Devices & Accessories,$99.99
48,"No-Drill Mount for Ring Video Doorbell 3, Ring Video Doorbell 3 Plus or Ring Video Doorbell 4",#49,"3,852",4.3 out of 5 stars,https://www.amazon.com/product-reviews/B08DLTB25K/ref=zg_bs_amazon-devices_cr_sccl_49/146-4176987-7531425?pd_rd_i=B08DLTB25K,Amazon Devices & Accessories,$17.99 - $19.99
49,"Ring Video Doorbell Pro – Upgraded, with added security features and a sleek design (existing doorbell wiring required)",#50,"41,619",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B08M125RNW/ref=zg_bs_amazon-devices_cr_sccl_50/146-4176987-7531425?pd_rd_i=B08M125RNW,Amazon Devices & Accessories,$169.99
50,"Old Town Takayama, Japan- Virtual tour of this beautiful city where time has stood still",#1,16,5.0 out of 5 stars,https://www.amazon.com/product-reviews/B09CT3H7TJ/ref=zg_bs_us-live-explorations_cr_sccl_1/146-4176987-7531425?pd_rd_i=B09CT3H7TJ,Amazon Explore,$19.00 - $55.30
51,A ghostly walk through the haunted streets of Prague.,#2,93,5.0 out of 5 stars,https://www.amazon.com/product-reviews/B09CTCK2T8/ref=zg_bs_us-live-explorations_cr_sccl_2/146-4176987-7531425?pd_rd_i=B09CTCK2T8,Amazon Explore,$12.50 - $49.00
52,Prague Castle: Discover the regal beauty of the World's Largest Castle Complex,#3,55,5.0 out of 5 stars,https://www.amazon.com/product-reviews/B09CSYJ1C2/ref=zg_bs_us-live-explorations_cr_sccl_3/146-4176987-7531425?pd_rd_i=B09CSYJ1C2,Amazon Explore,$12.50 - $49.00
53,Get up-close with wild animals in Costa Rica at the Toucan Rescue Ranch,#4,399,4.8 out of 5 stars,https://www.amazon.com/product-reviews/B0964CSQ5R/ref=zg_bs_us-live-explorations_cr_sccl_4/146-4176987-7531425?pd_rd_i=B0964CSQ5R,Amazon Explore,$7.50 - $27.30
54,"Paris, Je t'aime: a sightseeing experience of the City of Lights",#5,62,4.7 out of 5 stars,https://www.amazon.com/product-reviews/B09CTBTXXH/ref=zg_bs_us-live-explorations_cr_sccl_5/146-4176987-7531425?pd_rd_i=B09CTBTXXH,Amazon Explore,$59.50
55,Enchanting Rialto: a stroll through the markets of Venice,#6,88,4.8 out of 5 stars,https://www.amazon.com/product-reviews/B0949TH9WH/ref=zg_bs_us-live-explorations_cr_sccl_6/146-4176987-7531425?pd_rd_i=B0949TH9WH,Amazon Explore,$39.90 - $159.00
56,Meet Exotic Mammals and Birds!,#7,24,5.0 out of 5 stars,https://www.amazon.com/product-reviews/B09LB7C5G4/ref=zg_bs_us-live-explorations_cr_sccl_7/146-4176987-7531425?pd_rd_i=B09LB7C5G4,Amazon Explore,$10.00 - $40.00
57,Mysterious Buenos Aires: the surprising and terrifying stories,#8,10,5.0 out of 5 stars,https://www.amazon.com/product-reviews/B09CSSH1KR/ref=zg_bs_us-live-explorations_cr_sccl_8/146-4176987-7531425?pd_rd_i=B09CSSH1KR,Amazon Explore,$6.00 - $24.50
58,[],#9,10,5.0 out of 5 stars,https://www.amazon.com/product-reviews/B09CSSH1KR/ref=zg_bs_us-live-explorations_cr_sccl_8/146-4176987-7531425?pd_rd_i=B09CSSH1KR,Amazon Explore,$12.50
59,Tour the Eiffel Tower: Paris' most iconic monument,#10,14,4.9 out of 5 stars,https://www.amazon.com/product-reviews/B09F5PXMG7/ref=zg_bs_us-live-explorations_cr_sccl_10/146-4176987-7531425?pd_rd_i=B09F5PXMG7,Amazon Explore,$20.00 - $59.50
60,Tarot Card Reading for Love,#11,14,5.0 out of 5 stars,https://www.amazon.com/product-reviews/B09CSVFYFZ/ref=zg_bs_us-live-explorations_cr_sccl_11/146-4176987-7531425?pd_rd_i=B09CSVFYFZ,Amazon Explore,$34.30
61,Picturesque Prague: Visit the Old Town of the Czech Republic's capital,#12,101,4.9 out of 5 stars,https://www.amazon.com/product-reviews/B09CT38YVZ/ref=zg_bs_us-live-explorations_cr_sccl_12/146-4176987-7531425?pd_rd_i=B09CT38YVZ,Amazon Explore,$12.50 - $49.00
62,"Old Town Jerusalem: Visit the Wailing Wall, the Armenian Quarter, and more",#13,166,4.8 out of 5 stars,https://www.amazon.com/product-reviews/B09CT5Q17L/ref=zg_bs_us-live-explorations_cr_sccl_13/146-4176987-7531425?pd_rd_i=B09CT5Q17L,Amazon Explore,$28.00 - $83.30
63,Design Luxury Jewelry LIVE with an artist in Paris! (jewelry included),#14,13,5.0 out of 5 stars,https://www.amazon.com/product-reviews/B09CTDRPN2/ref=zg_bs_us-live-explorations_cr_sccl_14/146-4176987-7531425?pd_rd_i=B09CTDRPN2,Amazon Explore,$245.00
64,Discover the most famous sights of Prague,#15,14,5.0 out of 5 stars,https://www.amazon.com/product-reviews/B09CT8WH23/ref=zg_bs_us-live-explorations_cr_sccl_15/146-4176987-7531425?pd_rd_i=B09CT8WH23,Amazon Explore,$49.50
65,"Learn to read tarot cards: intuition, confidence & personalized instruction",#16,22,5.0 out of 5 stars,https://www.amazon.com/product-reviews/B09CSZ22M7/ref=zg_bs_us-live-explorations_cr_sccl_16/146-4176987-7531425?pd_rd_i=B09CSZ22M7,Amazon Explore,$15.00 - $45.00
66,Meet maras and other fascinating Argentinian animals in Buenos Aires' Ecoparque,#17,30,4.9 out of 5 stars,https://www.amazon.com/product-reviews/B09CT3B2D7/ref=zg_bs_us-live-explorations_cr_sccl_17/146-4176987-7531425?pd_rd_i=B09CT3B2D7,Amazon Explore,$5.00 - $20.30
67,Visit the Alsace region's historic medieval city of Strasbourg,#18,15,3.8 out of 5 stars,https://www.amazon.com/product-reviews/B09CTB3LG4/ref=zg_bs_us-live-explorations_cr_sccl_18/146-4176987-7531425?pd_rd_i=B09CTB3LG4,Amazon Explore,$20.00 - $59.50
68,Discover the ruins of the magical Mayan archaeological site in Tulum,#19,2,5.0 out of 5 stars,https://www.amazon.com/product-reviews/B09RP9Q2N2/ref=zg_bs_us-live-explorations_cr_sccl_19/146-4176987-7531425?pd_rd_i=B09RP9Q2N2,Amazon Explore,$48.30
69,Explore L'Ile de la Cite: the Heart and Soul of Paris,#20,2,5.0 out of 5 stars,https://www.amazon.com/product-reviews/B09ZCCTPXL/ref=zg_bs_us-live-explorations_cr_sccl_20/146-4176987-7531425?pd_rd_i=B09ZCCTPXL,Amazon Explore,$20.00 - $59.50
70,Italy's most powerful dynasty:meet the Medici family and their incredible lives.,#21,3,3.5 out of 5 stars,https://www.amazon.com/product-reviews/B09F3X7P69/ref=zg_bs_us-live-explorations_cr_sccl_21/146-4176987-7531425?pd_rd_i=B09F3X7P69,Amazon Explore,$22.00 - $69.30
71,"Legends, myths and alchemy in Haunted Prague",#22,65,4.9 out of 5 stars,https://www.amazon.com/product-reviews/B09CTF2ZXP/ref=zg_bs_us-live-explorations_cr_sccl_22/146-4176987-7531425?pd_rd_i=B09CTF2ZXP,Amazon Explore,$12.50 - $49.00
72,Shop iconic Murano glass jewelry and home decor straight from Venice,#23,7,5.0 out of 5 stars,https://www.amazon.com/product-reviews/B09CTBZDYV/ref=zg_bs_us-live-explorations_cr_sccl_23/146-4176987-7531425?pd_rd_i=B09CTBZDYV,Amazon Explore,$10.00
73,"Iquitos, Peru: a hidden city in the Amazon jungle",#24,7,4.5 out of 5 stars,https://www.amazon.com/product-reviews/B09CT81LQG/ref=zg_bs_us-live-explorations_cr_sccl_24/146-4176987-7531425?pd_rd_i=B09CT81LQG,Amazon Explore,$14.00 - $28.00
74,Uncover the Haunted History of Chicago,#25,26,4.6 out of 5 stars,https://www.amazon.com/product-reviews/B0964PRPGG/ref=zg_bs_us-live-explorations_cr_sccl_25/146-4176987-7531425?pd_rd_i=B0964PRPGG,Amazon Explore,$12.25 - $49.00
75,Gaudi and Modernism: a journey through Barcelona's breath-taking architecture,#26,20,4.4 out of 5 stars,https://www.amazon.com/product-reviews/B09CTBDXX6/ref=zg_bs_us-live-explorations_cr_sccl_26/146-4176987-7531425?pd_rd_i=B09CTBDXX6,Amazon Explore,$34.90 - $139.90
76,Icons of Barcelona: visit historic Placa d'Espanya and see some of the city's greatest buildings,#27,38,4.9 out of 5 stars,https://www.amazon.com/product-reviews/B08P7WX9NK/ref=zg_bs_us-live-explorations_cr_sccl_27/146-4176987-7531425?pd_rd_i=B08P7WX9NK,Amazon Explore,$49.00
77,Prague's Jewish Quarter and WWII: The brave heroes and heartbreaking loss of the war,#28,23,5.0 out of 5 stars,https://www.amazon.com/product-reviews/B09CTBB734/ref=zg_bs_us-live-explorations_cr_sccl_28/146-4176987-7531425?pd_rd_i=B09CTBB734,Amazon Explore,$12.50 - $49.00
78,Historic Durham- Enjoy the beautiful architecture of this UNESCO heritage town,#29,5,5.0 out of 5 stars,https://www.amazon.com/product-reviews/B09CT4NK41/ref=zg_bs_us-live-explorations_cr_sccl_29/146-4176987-7531425?pd_rd_i=B09CT4NK41,Amazon Explore,$59.50
79,Uncover your birth chart with an expert astrologer,#30,17,4.0 out of 5 stars,https://www.amazon.com/product-reviews/B09CSXYK33/ref=zg_bs_us-live-explorations_cr_sccl_30/146-4176987-7531425?pd_rd_i=B09CSXYK33,Amazon Explore,$20.30
80,"Califia Farms - Cold Brew Coffee, Black Unsweetened Concentrated, 32 oz | Makes 8 Servings | Clean Energy | Smooth & Balanced | Whole30 | Keto | Non-GMO | Low Calorie | Shelf Stable",#1,"1,111",4.1 out of 5 stars,https://www.amazon.com/product-reviews/B096PZPFMV/ref=zg_bs_boost_cr_sccl_1/146-4176987-7531425?pd_rd_i=B096PZPFMV,Amazon Launchpad,$8.99 - $84.98
81,"SmartyPants Kids Formula Daily Gummy Multivitamin: Vitamin C, D3, and Zinc for Immunity, Gluten Free, Omega 3 Fish Oil, Vitamin B6, B12, Cherry Berry, 120 Count (30 Day Supply)",#2,"70,076",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B0B649MPVQ/ref=zg_bs_boost_cr_sccl_2/146-4176987-7531425?pd_rd_i=B0B649MPVQ,Amazon Launchpad,$10.00 - $32.18
82,"DUDE Wipes Flushable Wipes Dispenser, Unscented Wet Wipes with Vitamin-E & Aloe for at-Home Use, Septic and Sewer Safe, 48 Count (144ct, Pack of 3)",#3,"81,953",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B0B4WQRP5L/ref=zg_bs_boost_cr_sccl_3/146-4176987-7531425?pd_rd_i=B0B4WQRP5L,Amazon Launchpad,$8.24 - $19.15
83,"Hint Water Best Sellers Pack (Pack of 12), 16 Ounce Bottles, 3 Bottles Each of: Watermelon, Blackberry, Cherry, and Pineapple, Zero Calories, Zero Sugar and Zero Sweeteners",#4,"84,607",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B0B3JDX2R5/ref=zg_bs_boost_cr_sccl_4/146-4176987-7531425?pd_rd_i=B0B3JDX2R5,Amazon Launchpad,$11.96 - $54.29
84,"Bloom Nutrition Green Superfood | Super Greens Powder Juice & Smoothie Mix | Complete Whole Foods (Organic Spirulina, Chlorella, Wheat Grass), Probiotics, Digestive Enzymes, & Antioxidants (Berry)",#5,"8,983",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B08PQ4Y1KZ/ref=zg_bs_boost_cr_sccl_5/146-4176987-7531425?pd_rd_i=B08PQ4Y1KZ,Amazon Launchpad,$39.99 - $74.99
85,"Bug Bite Thing Suction Tool, Poison Remover - Bug Bites and Bee/Wasp Stings, Natural Insect Bite Relief, Chemical Free - White/Single",#6,"61,279",4.0 out of 5 stars,https://www.amazon.com/product-reviews/B0B82XR3S6/ref=zg_bs_boost_cr_sccl_6/146-4176987-7531425?pd_rd_i=B0B82XR3S6,Amazon Launchpad,$9.80 - $24.99
86,"Smead Poly Two-Pocket Folder, Three-Hole Punch Prong Fasteners, Letter Size, Blue, 3 per Pack (87731)",#7,"5,167",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B07PPL84FY/ref=zg_bs_boost_cr_sccl_7/146-4176987-7531425?pd_rd_i=B07PPL84FY,Amazon Launchpad,$6.97 - $16.49
87,"DUDE Wipes Flushable Wipes Dispenser, Unscented Wet Wipes with Vitamin-E & Aloe for at-Home Use, Septic and Sewer Safe, 48 Count (Pack of 6)",#8,"39,489",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B0B6JW3GG7/ref=zg_bs_boost_cr_sccl_8/146-4176987-7531425?pd_rd_i=B0B6JW3GG7,Amazon Launchpad,$15.36 - $39.04
