,name,rank,reviews,stars,review_page,cat,print
247,"BDK PolyPro Car Seat Covers Full Set in Beige on Black – Front and Rear Split Bench Car Seat Cover, Easy to Install, Interior Covers for Auto Truck Van SUV",#18,"85,302",3.7 out of 5 stars,https://www.amazon.com/product-reviews/B08GZ19HDJ/ref=zg_bs_automotive_cr_sccl_18/146-4176987-7531425?pd_rd_i=B08GZ19HDJ,Automotive,$27.22 - $81.99
248,"AstroAI Air Compressor Tire Inflator Portable Air Pump for Car Tires 12V DC Auto Tire Pump with Digital Pressure Gauge, 100PSI with Emergency LED Light for Car, Bicycle, Balloons and Other Inflatables",#19,"48,789",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B08R2N5SDX/ref=zg_bs_automotive_cr_sccl_19/146-4176987-7531425?pd_rd_i=B08R2N5SDX,Automotive,$31.99 - $32.99
249,Camco TastePURE RV Water Filter with Flexible Hose Protector (40043),#20,"37,561",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B0006IX87S/ref=zg_bs_automotive_cr_sccl_20/146-4176987-7531425?pd_rd_i=B0006IX87S,Automotive,$19.17
250,"Spearhead Premium Breathe Easy Cabin Filter, Up to 25% Longer Life w/Activated Carbon (BE-000)",#21,"37,898",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B0B7CNM9MQ/ref=zg_bs_automotive_cr_sccl_21/146-4176987-7531425?pd_rd_i=B0B7CNM9MQ,Automotive,$11.47 - $22.99
251,"Roam Bike Phone Mount - Adjustable Handlebar of Motorcycle Phone Mount for Electric, Mountain, Scooter, and Dirt Bikes - Bike Phone Holder Compatible w/ iPhone & Android Cell Phones",#22,"53,062",4.4 out of 5 stars,https://www.amazon.com/product-reviews/B01LWDCSIZ/ref=zg_bs_automotive_cr_sccl_22/146-4176987-7531425?pd_rd_i=B01LWDCSIZ,Automotive,$16.99
252,"Camco RhinoFLEX 10-foot RV Sewer Hose Extension Kit with Swivel Fitting, Frustration Free-Packaging (39774)",#23,"27,467",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B073L81GXS/ref=zg_bs_automotive_cr_sccl_23/146-4176987-7531425?pd_rd_i=B073L81GXS,Automotive,$19.54 - $122.06
253,CERAKOTE Ceramic Headlight Restoration Kit – Guaranteed to Last As Long As You Own Your Vehicle – Brings Headlights Back to Like New Condition - 3 Easy Steps - No Power Tools Required,#24,"16,043",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B089TVMF6J/ref=zg_bs_automotive_cr_sccl_24/146-4176987-7531425?pd_rd_i=B089TVMF6J,Automotive,$16.88 - $149.95
254,"MOTOPOWER MP69033 Car OBD2 Scanner Code Reader Engine Fault Code Reader Scanner CAN Diagnostic Scan Tool for All OBD II Protocol Cars Since 1996, Yellow",#25,"13,410",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B07Z3HB7DR/ref=zg_bs_automotive_cr_sccl_25/146-4176987-7531425?pd_rd_i=B07Z3HB7DR,Automotive,$25.00
255,"Drive Auto Car Trunk Organizer - Collapsible, Multi-Compartment Automotive SUV Car Organizer for Storage w/ Adjustable Straps - Truck & Car Accessories for Women and Men - Black",#26,"56,653",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B08NPWXZRZ/ref=zg_bs_automotive_cr_sccl_26/146-4176987-7531425?pd_rd_i=B08NPWXZRZ,Automotive,$21.99 - $39.99
256,"Mobil 1 Turbo Diesel Truck Full Synthetic Motor Oil 5W-40, 1 Gal",#27,"29,598",4.9 out of 5 stars,https://www.amazon.com/product-reviews/B08QP7QNS7/ref=zg_bs_automotive_cr_sccl_27/146-4176987-7531425?pd_rd_i=B08QP7QNS7,Automotive,$24.47 - $80.00
257,"Bosch BP31 QuietCast Premium Disc Brake Pad For: Alfa Romeo, Audi, BMW, Ferrari, Lamborghini, Maserati, Mercedes-Benz, Porsche, Saab, Volkswagen, Volvo, Front and Rear",#28,"64,063",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B09L9BTZFK/ref=zg_bs_automotive_cr_sccl_28/146-4176987-7531425?pd_rd_i=B09L9BTZFK,Automotive,$13.45 - $123.40
258,"Chemical Guys MIC_506_03 Professional Grade Premium Microfiber Towels, Gold 16"" x 16"", Pack of 3",#29,"4,111",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B0B5FZ7SCY/ref=zg_bs_automotive_cr_sccl_29/146-4176987-7531425?pd_rd_i=B0B5FZ7SCY,Automotive,$12.99 - $129.97
259,"SINGARO Car Cup Coaster, 4PCS Universal Non-Slip Cup Holders Embedded in Ornaments Coaster, Car Interior Accessories, Black",#30,"2,781",4.3 out of 5 stars,https://www.amazon.com/product-reviews/B09PRG8YNH/ref=zg_bs_automotive_cr_sccl_30/146-4176987-7531425?pd_rd_i=B09PRG8YNH,Automotive,$5.99
260,"Baby Wipes, Pampers Sensitive Water Based Baby Diaper Wipes, Hypoallergenic and Unscented, 8 Pop-Top Packs with 4 Refill Packs for Dispenser Tub, 864 Total Wipes (Packaging May Vary)",#1,"194,795",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B0B59945JM/ref=zg_bs_baby-products_cr_sccl_1/146-4176987-7531425?pd_rd_i=B0B59945JM,Baby,$12.47 - $62.99
261,"Pampers Baby Diapers and Wipes Starter Kit, Swaddlers Disposable Baby Diapers Sizes 1 (198 Count) & (186 Count) with Sensitive Water-Based Baby Wipes, 12 Pop-Top and Refill Combo Packs, 864 Count",#2,"64,846",4.9 out of 5 stars,https://www.amazon.com/product-reviews/B0B69JVGZJ/ref=zg_bs_baby-products_cr_sccl_2/146-4176987-7531425?pd_rd_i=B0B69JVGZJ,Baby,$42.94 - $140.57
262,"Baby Wipes, Huggies Natural Care Sensitive Baby Diaper Wipes, Unscented, Hypoallergenic, 10 Flip-Top Packs (560 Wipes Total)",#3,"6,965",4.9 out of 5 stars,https://www.amazon.com/product-reviews/B0B75WBLG6/ref=zg_bs_baby-products_cr_sccl_3/146-4176987-7531425?pd_rd_i=B0B75WBLG6,Baby,$8.98 - $49.98
263,"WaterWipes Biodegradable Original Baby Wipes,â€¯99.9% Water Based Wipes, Unscented & Hypoallergenic for Sensitive Skin, 180 Count (3 packs), Packaging May Vary",#4,"65,993",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B09P3X2PQK/ref=zg_bs_baby-products_cr_sccl_4/146-4176987-7531425?pd_rd_i=B09P3X2PQK,Baby,$10.26 - $79.99
264,"Liquid I.V. Hydration Multiplier 30 Stick, 16.93 Ounce",#5,"2,578",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B0B57CTG53/ref=zg_bs_baby-products_cr_sccl_5/146-4176987-7531425?pd_rd_i=B0B57CTG53,Baby,$17.99 - $219.99
265,"Baby Wipes, Unscented, Huggies Simply Clean Fragrance-Free Baby Diaper Wipes, 11 Flip Lid Packs (704 Wipes Total)",#6,"29,365",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B08XRTXJZZ/ref=zg_bs_baby-products_cr_sccl_6/146-4176987-7531425?pd_rd_i=B08XRTXJZZ,Baby,$15.27 - $52.00
266,"Dr. Brown's Natural Flow Baby Bottle Nipple - Preemie, Slowest Flow - 6pk - 0m+",#7,"78,361",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B09YKX2LRV/ref=zg_bs_baby-products_cr_sccl_7/146-4176987-7531425?pd_rd_i=B09YKX2LRV,Baby,$10.69 - $21.98
267,"Baby Diapers Bundle: Huggies Little Movers Diapers Size 3 (16-28 lbs), 156ct & Size 4 (22-37 lbs), 140ct",#8,"17,982",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B0B632M4RX/ref=zg_bs_baby-products_cr_sccl_8/146-4176987-7531425?pd_rd_i=B0B632M4RX,Baby,$47.99 - $105.96
268,"Baby Diapers Size 1 (8-14 lbs), 198ct, Huggies Little Snugglers",#9,"51,027",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B0B64P1P62/ref=zg_bs_baby-products_cr_sccl_9/146-4176987-7531425?pd_rd_i=B0B64P1P62,Baby,$44.99 - $99.25
269,"Amazon Brand - Mama Bear Gentle Touch Diapers, Hypoallergenic, Size 1, 49 Count",#10,"41,817",4.3 out of 5 stars,https://www.amazon.com/product-reviews/B07XQ91VC2/ref=zg_bs_baby-products_cr_sccl_10/146-4176987-7531425?pd_rd_i=B07XQ91VC2,Baby,$8.15 - $44.90
270,"Baby Wipes, Pampers Aqua Pure Sensitive Water Baby Diaper Wipes, Hypoallergenic and Unscented, 12x Pop-Top Packs, 672 Count",#11,"44,078",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B07XWYVST6/ref=zg_bs_baby-products_cr_sccl_11/146-4176987-7531425?pd_rd_i=B07XWYVST6,Baby,$9.50 - $52.99
271,"Lansinoh Breastmilk Storage Bags, 50 Count, 4 Ounce Milk Storage Bags",#12,"79,317",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B09K31LV61/ref=zg_bs_baby-products_cr_sccl_12/146-4176987-7531425?pd_rd_i=B09K31LV61,Baby,$9.00 - $90.99
272,"iHealth No-Touch Forehead Thermometer, Digital Infrared Thermometer for Adults and Kids, Touchless Baby Thermometer, 3 Ultra-Sensitive Sensors, Large LED Digits, Quiet Vibration Feedback, Non Contact",#13,"144,847",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B075QQ8VZW/ref=zg_bs_baby-products_cr_sccl_13/146-4176987-7531425?pd_rd_i=B075QQ8VZW,Baby,$19.99
273,Pampers Splashers Swim Diapers Size S 20 Count,#14,"16,558",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B0B1MTSZQJ/ref=zg_bs_baby-products_cr_sccl_14/146-4176987-7531425?pd_rd_i=B0B1MTSZQJ,Baby,$8.96 - $24.99
274,Baby Registry Welcome Box,#15,"6,057",3.6 out of 5 stars,https://www.amazon.com/product-reviews/B00N1NBOV2/ref=zg_bs_baby-products_cr_sccl_15/146-4176987-7531425?pd_rd_i=B00N1NBOV2,Baby,$35.00
275,"Amazon Elements Baby Wipes, Unscented,White 720 Count, Flip-Top Packs",#16,"43,716",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B0846DJBPW/ref=zg_bs_baby-products_cr_sccl_16/146-4176987-7531425?pd_rd_i=B0846DJBPW,Baby,$18.44
276,"Diapers Size 1, 294 Count - Luvs Pro Level Leak Protection Hypoallergenic Disposable Baby Diapers for Sensitive Skin (Packaging May Vary)",#17,"5,045",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B09JX7JL46/ref=zg_bs_baby-products_cr_sccl_17/146-4176987-7531425?pd_rd_i=B09JX7JL46,Baby,$34.74 - $64.57
277,"Philips AVENT Soothie Pacifier, Blue, 0-3 Months, 4 Pack, SCF190/43",#18,"42,392",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B09XW9VZ23/ref=zg_bs_baby-products_cr_sccl_18/146-4176987-7531425?pd_rd_i=B09XW9VZ23,Baby,$6.99 - $29.99
278,Battery Operated Stroller Fan Flexible Tripod Clip On Fan with 3 Speeds and Rotatable Handheld Personal Fan for Car Seat Crib Bike Treadmill (Black),#19,"34,610",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B086XDS7P6/ref=zg_bs_baby-products_cr_sccl_19/146-4176987-7531425?pd_rd_i=B086XDS7P6,Baby,$28.99 - $30.99
279,"Haakaa Manual Breast Pump 4oz/100ml, New Style",#20,"69,962",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B07CWK4S5W/ref=zg_bs_baby-products_cr_sccl_20/146-4176987-7531425?pd_rd_i=B07CWK4S5W,Baby,$12.94
280,"Diapers Size 4, 186 Count - Pampers Baby Dry Disposable Baby Diapers, Packaging & Prints May Vary",#21,"36,939",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B0B8FL3Y5V/ref=zg_bs_baby-products_cr_sccl_21/146-4176987-7531425?pd_rd_i=B0B8FL3Y5V,Baby,$53.31 - $138.33
281,"Overnight Diapers Size 3, 66 Count and Baby Wipes - Pampers Swaddlers Overnights Disposable Baby Diapers and Wipes, 12X Pop-Top (672 Count)",#22,"20,422",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B0B4W6M4FK/ref=zg_bs_baby-products_cr_sccl_22/146-4176987-7531425?pd_rd_i=B0B4W6M4FK,Baby,$26.99 - $64.65
282,"Pampers Baby Diapers and Wipes (2 Month Supply) - Pull On Cruisers 360° Fit Diapers with Stretchy Waistband Size 3 (2 x 168 Count) with Sensitive Baby Wipes, 12X Pop-Top Packs, 864 Count",#23,"10,655",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B0B63JYCJL/ref=zg_bs_baby-products_cr_sccl_23/146-4176987-7531425?pd_rd_i=B0B63JYCJL,Baby,$50.99 - $157.11
283,Smily Mia Reindeer Teether Toy-Blue,#24,"14,887",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B09NCVSMDX/ref=zg_bs_baby-products_cr_sccl_24/146-4176987-7531425?pd_rd_i=B09NCVSMDX,Baby,$9.99
284,"Pampers Pure Protection Disposable Baby Diapers Starter Kit (2 Month Supply), Sizes 1 (198 Count) & 2 (186 Count) with Aqua Pure Baby Wipes, 10X Pop-Top Packs (560 Count)",#25,"13,541",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B0B63NM9LZ/ref=zg_bs_baby-products_cr_sccl_25/146-4176987-7531425?pd_rd_i=B0B63NM9LZ,Baby,$46.30 - $151.32
285,"Medela Breastmilk Storage Bags, 25 Count, Ready to Use Breast Milk Storing Bags for Breastfeeding, Self Standing Bag, Space Saving Flat Profile, Hygienically Pre-Sealed, 6 Ounce",#26,"39,006",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B071ZZ2FS9/ref=zg_bs_baby-products_cr_sccl_26/146-4176987-7531425?pd_rd_i=B071ZZ2FS9,Baby,$6.19 - $30.49
286,[],#27,"39,006",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B071ZZ2FS9/ref=zg_bs_baby-products_cr_sccl_26/146-4176987-7531425?pd_rd_i=B071ZZ2FS9,Baby,[]
287,"Munchkin Tidy Dry Baby Bottle Drying Rack and 2pk Sponge Bottle Brush, Grey",#28,"33,247",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B09KVQBV9P/ref=zg_bs_baby-products_cr_sccl_28/146-4176987-7531425?pd_rd_i=B09KVQBV9P,Baby,$5.79 - $27.78
288,"Pampers Easy Ups Training Pants Boys and Girls, 2T-3T (Size 4), 140 Count",#29,"20,769",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B0B75D2RYL/ref=zg_bs_baby-products_cr_sccl_29/146-4176987-7531425?pd_rd_i=B0B75D2RYL,Baby,$42.39 - $123.33
289,"Huggies Snug & Dry Baby Diapers, Size 1 (8-14 lbs), 256 Ct",#30,"51,502",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B0B64LRT6W/ref=zg_bs_baby-products_cr_sccl_30/146-4176987-7531425?pd_rd_i=B0B64LRT6W,Baby,$50.35 - $92.99
290,"Mighty Patch Original from Hero Cosmetics - Hydrocolloid Acne Pimple Patch for Covering Zits and Blemishes, Spot Stickers for Face and Skin, Vegan-friendly and Not Tested on Animals (36 Count)",#1,"101,381",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B074PVTPBW/ref=zg_bs_beauty_cr_sccl_1/146-4176987-7531425?pd_rd_i=B074PVTPBW,Beauty & Personal Care,$12.99
291,"Makeup Remover Cleansing Face Wipes, Daily Cleansing Facial Towelettes to Remove Waterproof Makeup and Mascara, Alcohol-Free, Value Twin Pack, 25 Count, 2 Pack",#2,"78,613",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B00U2VQZDS/ref=zg_bs_beauty_cr_sccl_2/146-4176987-7531425?pd_rd_i=B00U2VQZDS,Beauty & Personal Care,$8.99
292,"Paula's Choice Skin Perfecting 2% BHA Liquid Salicylic Acid Exfoliant, Gentle Facial Exfoliator for Blackheads, Large Pores, Wrinkles & Fine Lines, Travel Size, 1 Fluid Ounce - PACKAGING MAY VARY",#3,"67,456",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B01JGVQ3SQ/ref=zg_bs_beauty_cr_sccl_3/146-4176987-7531425?pd_rd_i=B01JGVQ3SQ,Beauty & Personal Care,$11.00 - $75.09
293,"PanOxyl Acne Foaming Wash Benzoyl Peroxide 10% Maximum Strength Antimicrobial, 5.5 Ounce (Pack of 1)",#4,"35,304",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B09NDC2PJR/ref=zg_bs_beauty_cr_sccl_4/146-4176987-7531425?pd_rd_i=B09NDC2PJR,Beauty & Personal Care,$9.48 - $30.98
294,"Softsoap Moisturizing Liquid Hand Soap, Soothing Clean Aloe Vera - 7.5 Fl Oz (Pack of 6)",#5,"87,609",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B0B8QRX843/ref=zg_bs_beauty_cr_sccl_5/146-4176987-7531425?pd_rd_i=B0B8QRX843,Beauty & Personal Care,$7.44 - $28.66
295,"Maybelline New York Sky High Washable Mascara Makeup, Volumizing Mascara, Buildable, Lengthening Mascara, Defining, Curling, Multiplying, Blackest Black, 0.24 fl. Oz",#6,"94,341",4.4 out of 5 stars,https://www.amazon.com/product-reviews/B0B5M411MR/ref=zg_bs_beauty_cr_sccl_6/146-4176987-7531425?pd_rd_i=B0B5M411MR,Beauty & Personal Care,$8.47 - $24.98
296,"NYX PROFESSIONAL MAKEUP Mechanical Eyeliner Pencil, Aqua Green",#7,"78,830",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B00D3KXYS4/ref=zg_bs_beauty_cr_sccl_7/146-4176987-7531425?pd_rd_i=B00D3KXYS4,Beauty & Personal Care,$2.79 - $14.99
297,"Yardley London Moisturizing Bath Soap Bar Oatmeal & Almond, Helps Soothe Dry Skin and Gently Exfoliates With Natural Oatmeal, 4.0 oz Bath Bar, 1 Soap Bar",#8,"6,457",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B000Q6D3MA/ref=zg_bs_beauty_cr_sccl_8/146-4176987-7531425?pd_rd_i=B000Q6D3MA,Beauty & Personal Care,$0.69
298,"KISS Black Lash GLUEliner, 2-in-1 Felt-Tip Eyelash Adhesive and Eyeliner, Matte Finish, Foolproof Application, Easy Touch-Up, 0.02 Oz.",#9,"4,556",4.4 out of 5 stars,https://www.amazon.com/product-reviews/B0B6STK1JV/ref=zg_bs_beauty_cr_sccl_9/146-4176987-7531425?pd_rd_i=B0B6STK1JV,Beauty & Personal Care,$2.98 - $19.25
299,"Nizoral Anti-Dandruff Shampoo, Basic, Fresh, 7 Fl Oz",#10,"70,264",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B0B82VT5XX/ref=zg_bs_beauty_cr_sccl_10/146-4176987-7531425?pd_rd_i=B0B82VT5XX,Beauty & Personal Care,$14.72 - $42.96
300,CeraVe Moisturizing Cream and Hydrating Face Wash Trial Combo | 12oz Cream + 3oz Travel Size Cleanser,#11,"100,663",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B08KVK68F7/ref=zg_bs_beauty_cr_sccl_11/146-4176987-7531425?pd_rd_i=B08KVK68F7,Beauty & Personal Care,$14.99 - $43.90
301,"Continuous Empty Spray Bottle Mister (10.1oz/300ml - Black)Ultra Fine Mist for Hair Styling, Plants, Cleaning, Salons, Face, Scents, & Skin Care",#12,"7,795",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B0B4D38J7V/ref=zg_bs_beauty_cr_sccl_12/146-4176987-7531425?pd_rd_i=B0B4D38J7V,Beauty & Personal Care,$6.99
302,"Linenspa 2 Inch Gel Infused Memory Foam Mattress Topper, Twin, Topper Only",#13,"90,689",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B09ZKP2JM1/ref=zg_bs_beauty_cr_sccl_13/146-4176987-7531425?pd_rd_i=B09ZKP2JM1,Beauty & Personal Care,$39.99 - $155.98
303,"EltaMD UV Clear SPF 46 Face Sunscreen, Broad Spectrum Sunscreen for Sensitive Skin and Acne-Prone Skin, Oil-Free Mineral-Based Sunscreen Lotion with Zinc Oxide, 1.7 oz Pump",#14,"1,560",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B086VQ9D7M/ref=zg_bs_beauty_cr_sccl_14/146-4176987-7531425?pd_rd_i=B086VQ9D7M,Beauty & Personal Care,$39.00 - $67.00
304,"Acne Treatment Differin Gel, 30 Day Supply, Retinoid Treatment for Face with 0.1% Adapalene, Gentle Skin Care for Acne Prone Sensitive Skin, 15g Pump",#15,"65,090",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B0B8T56QJH/ref=zg_bs_beauty_cr_sccl_15/146-4176987-7531425?pd_rd_i=B0B8T56QJH,Beauty & Personal Care,$7.65 - $86.91
305,"Dr. Scholl's Cracked Heel Repair Balm 2.5oz, with 25% Urea for Dry Cracked Feet, Heals and Moisturizes for Healthy Feet",#16,"9,814",4.4 out of 5 stars,https://www.amazon.com/product-reviews/B08YZBBVGK/ref=zg_bs_beauty_cr_sccl_16/146-4176987-7531425?pd_rd_i=B08YZBBVGK,Beauty & Personal Care,$8.29
306,"TruSkin Vitamin C Serum for Face, Anti Aging Serum with Hyaluronic Acid, Vitamin E, Organic Aloe Vera and Jojoba Oil, Hydrating & Brightening Serum for Dark Spots, Fine Lines and Wrinkles, 1 fl oz",#17,"108,754",4.3 out of 5 stars,https://www.amazon.com/product-reviews/B097RKMKR1/ref=zg_bs_beauty_cr_sccl_17/146-4176987-7531425?pd_rd_i=B097RKMKR1,Beauty & Personal Care,$19.99 - $46.99
307,"Rimmel Stay Matte Lip Liquid, Be My Baby, 0.21 Fl Oz (Pack of 1)",#18,"7,897",4.1 out of 5 stars,https://www.amazon.com/product-reviews/B0812MNJPP/ref=zg_bs_beauty_cr_sccl_18/146-4176987-7531425?pd_rd_i=B0812MNJPP,Beauty & Personal Care,$0.89 - $23.65
308,Dove Deep Moisture Body Wash with Pump For Dry Skin Moisturizing Body Wash Cleanser Transforms Even The Driest Skin In One Shower 34 oz,#19,"54,203",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B00MEDOY2G/ref=zg_bs_beauty_cr_sccl_19/146-4176987-7531425?pd_rd_i=B00MEDOY2G,Beauty & Personal Care,$8.99
309,"Maybelline Instant Age Rewind Eraser Dark Circles Treatment Concealer, Cool Ivory, 0.2 Fl Oz (1 Count) (Packaging May Vary)",#20,"154,109",4.4 out of 5 stars,https://www.amazon.com/product-reviews/B0921FBB3J/ref=zg_bs_beauty_cr_sccl_20/146-4176987-7531425?pd_rd_i=B0921FBB3J,Beauty & Personal Care,$4.29 - $22.99
310,CeraVe AM Facial Moisturizing Lotion SPF 30 | Oil-Free Face Moisturizer with Sunscreen | Non-Comedogenic | 3 Ounce,#21,"60,337",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B0B7Q58ZHF/ref=zg_bs_beauty_cr_sccl_21/146-4176987-7531425?pd_rd_i=B0B7Q58ZHF,Beauty & Personal Care,$14.44 - $30.00
311,"Mrs. Meyer's Hand Soap, Made With Essential Oils, Biodegradable Formula, Lemon Verbena, 12.5 FL. Oz - Pack Of 3",#22,"25,222",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B0B7258DNN/ref=zg_bs_beauty_cr_sccl_22/146-4176987-7531425?pd_rd_i=B0B7258DNN,Beauty & Personal Care,$7.61 - $27.41
312,"Dorco Tinkle Eyebrow Razor, Hair Trimmer Shaver and Tough Up Tool, Facial Razor with Safety Cover, 6 Razors | Skincare Party Favors | Dermaplaning Tools",#23,"91,013",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B082KRC48G/ref=zg_bs_beauty_cr_sccl_23/146-4176987-7531425?pd_rd_i=B082KRC48G,Beauty & Personal Care,$5.44 - $11.49
313,"REVLON One-Step Volumizer Original 1.0 Hair Dryer and Hot Air Brush, Black",#24,"312,700",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B0B62PJZ8N/ref=zg_bs_beauty_cr_sccl_24/146-4176987-7531425?pd_rd_i=B0B62PJZ8N,Beauty & Personal Care,$31.99 - $79.99
314,CeraVe Daily Moisturizing Lotion for Dry Skin | Body Lotion & Facial Moisturizer with Hyaluronic Acid and Ceramides | 12 Fl Ounce,#25,"75,230",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B07VQK44Q2/ref=zg_bs_beauty_cr_sccl_25/146-4176987-7531425?pd_rd_i=B07VQK44Q2,Beauty & Personal Care,$12.74 - $38.00
315,"Wet Brush Original Detangler Hair Brush - Aqua - Exclusive Ultra-Soft IntelliFlex Bristles - Glide Through Tangles With Ease For All Hair Types - For Women, Men, Wet And Dry Hair",#26,"63,660",4.8 out of 5 stars,https://www.amazon.com/product-reviews/B09WFFF6PX/ref=zg_bs_beauty_cr_sccl_26/146-4176987-7531425?pd_rd_i=B09WFFF6PX,Beauty & Personal Care,$6.48 - $25.31
316,"Philips Norelco Multigroomer All-in-One Trimmer Series 3000, 13 Piece Mens Grooming Kit, for Beard, Face, Nose, and Ear Hair Trimmer and Hair Clipper, NO Blade Oil Needed, MG3750/60",#27,"119,611",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B01K1HPA60/ref=zg_bs_beauty_cr_sccl_27/146-4176987-7531425?pd_rd_i=B01K1HPA60,Beauty & Personal Care,$19.96
317,"Maybelline Total Temptation Eyebrow Definer Pencil, Blonde, 1 Count",#28,"101,565",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B09D9388K5/ref=zg_bs_beauty_cr_sccl_28/146-4176987-7531425?pd_rd_i=B09D9388K5,Beauty & Personal Care,$3.00 - $29.00
318,"Pronto 100% Pure Acetone - Quick, Professional Nail Polish Remover - For Natural, Gel, Acrylic, Sculptured Nails (8 FL. OZ.)",#29,"37,712",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B09XBVZ6BY/ref=zg_bs_beauty_cr_sccl_29/146-4176987-7531425?pd_rd_i=B09XBVZ6BY,Beauty & Personal Care,$9.99 - $17.99
319,[],#30,"37,712",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B09XBVZ6BY/ref=zg_bs_beauty_cr_sccl_29/146-4176987-7531425?pd_rd_i=B09XBVZ6BY,Beauty & Personal Care,$11.99 - $38.00
320,[],#1,"136,522",4.7 out of 5 stars,https://www.amazon.com/product-reviews/1501110365/ref=zg_bs_books_cr_sccl_1/146-4176987-7531425?pd_rd_i=1501110365,Books,$10.26
321,[],#2,"128,465",4.6 out of 5 stars,https://www.amazon.com/product-reviews/1538724731/ref=zg_bs_books_cr_sccl_2/146-4176987-7531425?pd_rd_i=1538724731,Books,$11.26
322,[],#3,"297,813",4.8 out of 5 stars,https://www.amazon.com/product-reviews/0735219109/ref=zg_bs_books_cr_sccl_3/146-4176987-7531425?pd_rd_i=0735219109,Books,$9.98
323,[],#4,"64,375",4.7 out of 5 stars,https://www.amazon.com/product-reviews/1476753180/ref=zg_bs_books_cr_sccl_4/146-4176987-7531425?pd_rd_i=1476753180,Books,$10.40
324,[],#5,"120,430",4.7 out of 5 stars,https://www.amazon.com/product-reviews/1542025605/ref=zg_bs_books_cr_sccl_5/146-4176987-7531425?pd_rd_i=1542025605,Books,$9.57
325,[],#6,5,5.0 out of 5 stars,https://www.amazon.com/product-reviews/1982185821/ref=zg_bs_books_cr_sccl_6/146-4176987-7531425?pd_rd_i=1982185821,Books,$24.99
326,[],#7,5,5.0 out of 5 stars,https://www.amazon.com/product-reviews/1982185821/ref=zg_bs_books_cr_sccl_6/146-4176987-7531425?pd_rd_i=1982185821,Books,$12.99
327,[],#8,"108,063",4.6 out of 5 stars,https://www.amazon.com/product-reviews/1501161938/ref=zg_bs_books_cr_sccl_8/146-4176987-7531425?pd_rd_i=1501161938,Books,$9.42
